HGNC ID,GENE,Approved name,Status,Previous symbols,Alias symbols,Chromosome,Accession numbers,RefSeq IDs,ENTREZ,ENSGID,GENE_GC%,CHR,START,END,GENE_BIOMART_OTHERS
HGNC:18889,STYK1,serine/threonine/tyrosine kinase 1,Approved,,"SuRTK106, DKFZp761P1010, NOK",12p13.2,AF251059,NM_018423,55359,ENSG00000060140,39.44,12,10771538,10826917,
HGNC:14540,WNK1,WNK lysine deficient protein kinase 1,Approved,"PRKWNK1, HSN2","HSAN2, PPP1R167",12p13.33,AJ296290,NM_018979,65125,ENSG00000060237,38.72,12,861759,1020618,
HGNC:24236,CCAR1,cell division cycle and apoptosis regulator 1,Approved,,"FLJ10590, CARP-1, CARP1",10q21.3,AY249140,NM_018237,55749,ENSG00000060339,41.75,10,70480769,70552134,
HGNC:15768,OGFR,opioid growth factor receptor,Approved,,Jul-60,20q13.33,AF109134,,11054,ENSG00000060491,63.45,20,61436187,61445352,
HGNC:4383,GNA15,G protein subunit alpha 15,Approved,,GNA16,19p13.3,,NM_002068,2769,ENSG00000060558,52.55,19,3136191,3163767,
HGNC:18855,CREB3L3,cAMP responsive element binding protein 3 like 3,Approved,,"CREB-H, CREBH",19p13.3,,NM_032607,84699,ENSG00000060566,52.71,19,4153598,4173051,
HGNC:26031,PIGV,phosphatidylinositol glycan anchor biosynthesis class V,Approved,,FLJ20477,1p36.11,AK000484,NM_017837,55650,ENSG00000060642,48.34,1,27113963,27124889,
HGNC:9683,PTPRU,protein tyrosine phosphatase receptor type U,Approved,,"PTPRO, hPTP-J, PCP-2, FMI, PTP",1p35.3,U71075,,10076,ENSG00000060656,51.58,1,29563028,29653325,
HGNC:30857,SNRNP40,small nuclear ribonucleoprotein U5 subunit 40,Approved,WDR57,"PRP8BP, SPF38, PRPF8BP, HPRP8BP",1p35.2,AF090988,NM_004814,9410,ENSG00000060688,42.04,1,31732417,31769662,
HGNC:30339,RIMBP2,RIMS binding protein 2,Approved,,"KIAA0318, RBP2, MGC15831, RIM-BP2, PPP1R133",12q24.33,AB002316,NM_015347,23504,ENSG00000060709,48.94,12,130880682,131200826,
HGNC:2186,COL11A1,collagen type XI alpha 1 chain,Approved,"COLL6, DFNA37","STL2, CO11A1",1p21.1,J04177,NM_080630,1301,ENSG00000060718,33.13,1,103342023,103574052,
HGNC:26154,QSER1,glutamine and serine rich 1,Approved,,FLJ21924,11p13,AL834141,NM_024774,79832,ENSG00000060749,38.54,11,32914724,33014862,
HGNC:21606,MPC1,mitochondrial pyruvate carrier 1,Approved,BRP44L,"dJ68L15.3, CGI-129, SLC54A1",6q27,AF125101,NM_016098,51660,ENSG00000060762,38.9,6,166778407,166796486,
HGNC:82,ACAA1,acetyl-CoA acyltransferase 1,Approved,,,3p22.2,X14813,NM_001607,30,ENSG00000060971,51.46,3,38144620,38178733,
HGNC:976,BCAT1,branched chain amino acid transaminase 1,Approved,BCT1,,12p12.1,,NM_005504,586,ENSG00000060982,40.09,12,24964295,25102393,
HGNC:14067,HDAC7,histone deacetylase 7,Approved,HDAC7A,DKFZP586J0917,12q13.11,AF239243,,51564,ENSG00000061273,54.88,12,48176505,48226915,
HGNC:13861,LZTS1,leucine zipper tumor suppressor 1,Approved,,FEZ1,8p21.3,AF123659,NM_021020,11178,ENSG00000061337,50.43,8,20103676,20161474,
HGNC:9350,PRDM6,PR/SET domain 6,Approved,,"PRISM, KMT8C",5q23.2,AF272898,NM_001136239,93166,ENSG00000061455,40.19,5,122424816,122529960,
HGNC:12788,WNT8A,Wnt family member 8A,Approved,,WNT8D,5q31.2,AB057725,NM_058244,7478,ENSG00000061492,47.97,5,137419581,137428054,
HGNC:11214,SPAG4,sperm associated antigen 4,Approved,,"SUN4, CT127",20q11.22,AF043344,NM_003116,6676,ENSG00000061656,59.4,20,34203814,34208971,
HGNC:7666,NCKAP1,NCK associated protein 1,Approved,,"Nap1, HEM2, NAP125",2q32.1,AB014509,NM_205842,10787,ENSG00000061676,35.82,2,183773843,183903586,
HGNC:16635,MRPS35,mitochondrial ribosomal protein S35,Approved,,"MRPS28, MDS023",12p11.22,AF182422,NM_021821,60488,ENSG00000061794,38.64,12,27863706,27909228,
HGNC:4687,GUCY1B1,guanylate cyclase 1 soluble subunit beta 1,Approved,"GUC1B3, GUCY1B3","GC-SB3, GC-S-beta-1",4q32.1,AF020340,,2983,ENSG00000061918,36.52,4,156680144,156728743,GUCY1B3
HGNC:10790,SFSWAP,splicing factor SWAP,Approved,SFRS8,SWAP,12q24.33,U08377,NM_004592,6433,ENSG00000061936,46.45,12,132195626,132284282,
HGNC:19297,TNK2,tyrosine kinase non receptor 2,Approved,,"p21cdc42Hs, ACK, ACK1",3q29,L13738,NM_005781,10188,ENSG00000061938,58.27,3,195590235,195638816,
HGNC:29177,MON2,"MON2 homolog, regulator of endosome-to-Golgi trafficking",Approved,,KIAA1040,12q14.1,,NM_015026,23041,ENSG00000061987,36.26,12,62860597,62991363,
HGNC:1762,CDH3,cadherin 3,Approved,,"CDHP, PCAD",16q22.1,X63629,NM_001793,1001,ENSG00000062038,49.26,16,68670092,68756519,
HGNC:29520,GPBP1,GC-rich promoter binding protein 1,Approved,,DKFZp761C169,5q11.2,,NM_022913,65056,ENSG00000062194,40.02,5,56469775,56560506,
HGNC:16940,DGAT2,diacylglycerol O-acyltransferase 2,Approved,,,11q13.5,,NM_032564,84649,ENSG00000062282,52.02,11,75470557,75512579,
HGNC:12892,ZNF112,zinc finger protein 112,Approved,"ZFP112, ZNF228",,19q13.31,AF198358,NM_013380,7771,ENSG00000062370,38.32,19,44830708,44871377,
HGNC:2422,CS,citrate synthase,Approved,,,12q13.3,,NM_004077,1431,ENSG00000062485,46.16,12,56665483,56694176,
HGNC:6721,LTK,leukocyte receptor tyrosine kinase,Approved,,TYK1,15q15.1,D16105,,4058,ENSG00000062524,57.9,15,41795836,41806085,
HGNC:14510,MRPS24,mitochondrial ribosomal protein S24,Approved,,"MRP-S24, HSPC335",7p13,AB061207,NM_032014,64951,ENSG00000062582,50.93,7,43906157,43909492,
HGNC:17233,ELMO2,engulfment and cell motility 2,Approved,,"CED12, ELMO-2, CED-12, KIAA1834, FLJ11656",20q13.12,AF398886,NM_022086,63916,ENSG00000062598,44.15,20,44994688,45061704,
HGNC:23293,WAPL,WAPL cohesin release factor,Approved,"KIAA0261, WAPAL",FOE,10q23.2,AB065003,NM_015045,23063,ENSG00000062650,39.87,10,88195013,88281572,WAPAL
HGNC:29559,VMP1,vacuole membrane protein 1,Approved,TMEM49,"EPG3, TANGO5",17q23.1,,NM_030938,81671,ENSG00000062716,39.75,17,57784553,57919616,
HGNC:622,APPBP2,amyloid beta precursor protein binding protein 2,Approved,,"KIAA0228, Hs.84084, PAT1",17q23.2,AF017782,NM_006380,10513,ENSG00000062725,39.7,17,58520520,58603580,
HGNC:9175,POLD1,"DNA polymerase delta 1, catalytic subunit",Approved,POLD,CDC2,19q13.3,,,5424,ENSG00000062822,55.06,19,50887461,50921273,
HGNC:15955,SEZ6,seizure related 6 homolog,Approved,,,17q11.2,AY038048,,124925,ENSG00000063015,54.21,17,27281919,27333458,
HGNC:3285,EIF4B,eukaryotic translation initiation factor 4B,Approved,,,12q13.13,X55733,NM_001417,1975,ENSG00000063046,42.8,12,53399942,53435993,
HGNC:13622,SLC6A16,solute carrier family 6 member 16,Approved,,NTT5,19q13.33,AF265578,NM_014037,28968,ENSG00000063127,43.07,19,49792895,49828482,
HGNC:4332,BICRA,BRD4 interacting chromatin remodeling complex associated protein,Approved,GLTSCR1,,19q13.33,AF182077,NM_015711,29998,ENSG00000063169,51.89,19,48111453,48206533,GLTSCR1
HGNC:18859,SPHK2,sphingosine kinase 2,Approved,,,19q13.33,AF245447,,56848,ENSG00000063176,56.78,19,49122548,49133974,
HGNC:10310,RPL18,ribosomal protein L18,Approved,,L18,19q13.33,L11566,NM_000979,6141,ENSG00000063177,56.83,19,49118585,49122793,
HGNC:1370,CA11,carbonic anhydrase 11,Approved,,"CARP2, CARPX1",19q13.33,AF067662,NM_001217,770,ENSG00000063180,53.83,19,49141199,49149569,
HGNC:26278,ISOC2,isochorismatase domain containing 2,Approved,,FLJ23469,19q13.42,AK027122,NM_024710,79763,ENSG00000063241,56.69,19,55964352,55973710,
HGNC:23156,U2AF2,U2 small nuclear RNA auxiliary factor 2,Approved,,U2AF65,19q13.42,BC008740,NM_007279,11338,ENSG00000063244,56.03,19,56165512,56186081,
HGNC:21604,EPN1,epsin 1,Approved,,,19q13.42,AF073727,NM_013333,29924,ENSG00000063245,54.85,19,56186592,56221224,
HGNC:23074,MED29,mediator complex subunit 29,Approved,IXL,"DKFZp434H247, MED2",19q13.2,"AL137304, AY729650",NM_017592,55588,ENSG00000063322,52.36,19,39881943,39891277,
HGNC:346,AHRR,aryl-hydrocarbon receptor repressor,Approved,"AHH, AHHR","KIAA1234, bHLHe77",5p15.33,AB033060,NM_020731,57491,ENSG00000063438,52.27,5,304291,438406,
HGNC:4613,GSC2,goosecoid homeobox 2,Approved,GSCL,,22q11.21,,NM_005315,2928,ENSG00000063515,70.67,22,19136089,19137796,
HGNC:4449,GPC1,glypican 1,Approved,,glypican,2q37.3,AK095397,NM_002081,2817,ENSG00000063660,64.63,2,241375088,241407493,
HGNC:19038,ADCK1,aarF domain containing kinase 1,Approved,,FLJ39600,14q24.3,AK096919,NM_020421,57143,ENSG00000063761,47.63,14,78266426,78401355,
HGNC:4805,HAGH,hydroxyacylglutathione hydrolase,Approved,,"GLO2, GLXII, HAGH1",16p13.3,X90999,NM_005326,3029,ENSG00000063854,53.33,16,1845621,1877195,
HGNC:10067,RNF4,ring finger protein 4,Approved,,"RES4-26, SNURF, SLX5",4p16.3,U95140,NM_002938,6047,ENSG00000063978,47.38,4,2463947,2627047,
HGNC:1509,CASP8,caspase 8,Approved,,"MCH5, MACH, FLICE, Casp-8",2q33.1,U60520,NM_001228,841,ENSG00000064012,43.9,2,202098166,202152434,
HGNC:29191,LIMCH1,LIM and calponin homology domains 1,Approved,,"DKFZP686A01247, LIMCH1A, LMO7B",4p13,AB029025,NM_014988,22998,ENSG00000064042,40.5,4,41361624,41702061,
HGNC:20174,INTS13,integrator complex subunit 13,Approved,"C12orf11, ASUN","FLJ10637, NET48, Mat89Bb, SPATA30",12p11.23,AK001222,NM_018164,55726,ENSG00000064102,36.38,12,27058114,27091259,ASUN
HGNC:23049,TM7SF3,transmembrane 7 superfamily member 3,Approved,,,12p11.23,AB032470,NM_016551,51768,ENSG00000064115,40.51,12,27126128,27167367,
HGNC:2916,DLX3,distal-less homeobox 3,Approved,,,17q21.33,,,1747,ENSG00000064195,57.41,17,48067369,48072588,
HGNC:11210,SPA17,sperm autoantigenic protein 17,Approved,,"SP17, CT22",11q24.2,AF334735,NM_017425,53340,ENSG00000064199,37.97,11,124543694,124567414,
HGNC:13410,TSPAN32,tetraspanin 32,Approved,"TSSC6, PHEMX",,11p15.5,AF176070,NM_139024,10077,ENSG00000064201,63.03,11,2323227,2339430,
HGNC:12770,CCN5,cellular communication network factor 5,Approved,WISP2,"CT58, CTGF-L, WISP-2",20q13.12,AF100780,NM_003881,8839,ENSG00000064205,51.46,20,43343485,43357150,WISP2
HGNC:13909,DMRT3,doublesex and mab-3 related transcription factor 3,Approved,DMRTA3,,9p24.3,AJ301581,NM_021240,58524,ENSG00000064218,43.73,9,976964,991731,
HGNC:18080,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",Approved,SIAT10,ST3GALVI,3q12.1,AF119391,NM_006100,10402,ENSG00000064225,38.88,3,98451080,98540045,
HGNC:29103,ATP2C2,ATPase secretory pathway Ca2+ transporting 2,Approved,,"KIAA0703, SPCA2",16q24.1,AK091051,NM_014861,9914,ENSG00000064270,48.83,16,84402133,84497793,
HGNC:7809,NGFR,nerve growth factor receptor,Approved,,"TNFRSF16, CD271, p75NTR",17q21.33,M14764,,4804,ENSG00000064300,56.74,17,47572655,47592379,
HGNC:17104,CDON,"cell adhesion associated, oncogene regulated",Approved,,"ORCAM, CDO, CDON1",11q24.2,AF004841,NM_016952,50937,ENSG00000064309,39.95,11,125825691,125933230,
HGNC:11536,TAF2,TATA-box binding protein associated factor 2,Approved,TAF2B,"TAFII150, CIF150",8q24.12,AF040701,NM_003184,6873,ENSG00000064313,37.5,8,120743015,120845103,
HGNC:14402,HIPK2,homeodomain interacting protein kinase 2,Approved,,,7q34,AF208291,NM_022740,28996,ENSG00000064393,45.52,7,139246316,139477577,
HGNC:17103,TNPO3,transportin 3,Approved,LGMD1F,"TRN-SR, MTR10A, TRN-SR2, IPO12",7q32.1,AF145029,NM_012470,23534,ENSG00000064419,39.78,7,128594948,128695198,
HGNC:9987,RFXANK,regulatory factor X associated ankyrin containing protein,Approved,,"BLS, RFX-B, ANKRA1, F14150_1, MGC138628",19p13.11,AF094760,NM_003721,8625,ENSG00000064490,54.72,19,19303008,19312678,
HGNC:26020,TMEM161A,transmembrane protein 161A,Approved,,"FLJ39645, FLJ20422",19p13.11,BC005210,NM_017814,54929,ENSG00000064545,51.6,19,19229978,19249322,
HGNC:3168,LPAR2,lysophosphatidic acid receptor 2,Approved,EDG4,"EDG-4, LPA2",19p13.11,AF011466,NM_004720,9170,ENSG00000064547,58.96,19,19734477,19739739,
HGNC:9251,CTSA,cathepsin A,Approved,"GSL, PPGB",,20q13.12,M22960,NM_000308,5476,ENSG00000064601,56.04,20,44518783,44527459,
HGNC:18641,SUGP2,SURP and G-patch domain containing 2,Approved,SFRS14,KIAA0365,19p13,AB002363,NM_001017392,10147,ENSG00000064607,50,19,19101697,19144832,
HGNC:10911,SLC12A2,solute carrier family 12 member 2,Approved,,"NKCC1, BSC, BSC2, PPP1R141",5q23.3,,NM_001046,6558,ENSG00000064651,35.24,5,127419458,127525380,
HGNC:21533,SNX24,sorting nexin 24,Approved,,SBBI31,5q23.2,AF139461,NM_014035,28966,ENSG00000064652,40.32,5,122179134,122365049,
HGNC:3520,EYA2,EYA transcriptional coactivator and phosphatase 2,Approved,,EAB1,20q13.12,,NM_005244,2139,ENSG00000064655,45.44,20,45523263,45817492,
HGNC:2156,CNN2,calponin 2,Approved,,,19p13.3,D83735,NM_004368,1265,ENSG00000064666,60.01,19,1026298,1039068,
HGNC:37,ABCA7,ATP binding cassette subfamily A member 7,Approved,,ABCX,19p13.3,AF328787,NM_019112,10347,ENSG00000064687,60.48,19,1040102,1065571,
HGNC:11139,SNCAIP,synuclein alpha interacting protein,Approved,,SYPH1,5q23.2,AF167306,,9627,ENSG00000064692,39.26,5,121647049,121799914,
HGNC:2743,DDX20,DEAD-box helicase 20,Approved,,"DP103, GEMIN3",1p13.2,AF106019,NM_007204,11218,ENSG00000064703,40.24,1,112297867,112310638,
HGNC:1120,BTBD1,BTB domain containing 1,Approved,,,15q25.2,AF355402,,53339,ENSG00000064726,39.53,15,83685174,83736106,
HGNC:25531,FAR2,fatty acyl-CoA reductase 2,Approved,MLSTD1,"FLJ10462, SDR10E2",12p11.22,AL136843,NM_018099,55711,ENSG00000064763,38.9,12,29302036,29493913,
HGNC:974,BCAS1,brain enriched myelin associated protein 1,Approved,,"NABC1, AIBC1, PMES-2",20q13.2,AF041260,NM_003657,8537,ENSG00000064787,40.75,20,52553316,52687304,
HGNC:9210,POU1F1,POU class 1 homeobox 1,Approved,PIT1,"GHF-1, POU1F1a, PIT-1",3p11.2,D10216,NM_000306,5449,ENSG00000064835,32.4,3,87308554,87325737,
HGNC:1933,CHI3L2,chitinase 3 like 2,Approved,,"YKL-39, YKL39",1p13.2,U49835,NM_004000,1117,ENSG00000064886,44.63,1,111743393,111786062,
HGNC:29158,SBNO2,strawberry notch homolog 2,Approved,KIAA0963,"FLJ00173, Stno, Sno",19p13.3,AK074102,NM_014963,22904,ENSG00000064932,63.17,19,1107636,1174282,
HGNC:9121,PMS1,"PMS1 homolog 1, mismatch repair system component",Approved,PMSL1,MLH2,2q32.2,,NM_000534,5378,ENSG00000064933,36.7,2,190649107,190742355,
HGNC:5002,HMG20B,high mobility group 20B,Approved,,"SOXL, HMGX2, BRAF35, SMARCE1r, BRAF25, HMGXB2",19p13.3,BC003505,NM_006339,10362,ENSG00000064961,65.34,19,3572775,3579086,
HGNC:16709,CALCRL,calcitonin receptor like receptor,Approved,,"CGRPR, CRLR",2q32.1,U17473,NM_005795,10203,ENSG00000064989,33.09,2,188207856,188313187,
HGNC:11544,TAF11,TATA-box binding protein associated factor 11,Approved,TAF2I,TAFII28,6p21.31,X83928,NM_005643,6882,ENSG00000064995,41.49,6,34845555,34855866,
HGNC:20961,ANKS1A,ankyrin repeat and sterile alpha motif domain containing 1A,Approved,ANKS1,KIAA0229,6p21.31,D86982,NM_015245,23294,ENSG00000064999,44.93,6,34857042,35059179,
HGNC:568,AP3D1,adaptor related protein complex 3 subunit delta 1,Approved,,ADTD,19p13.3,U91930,,8943,ENSG00000065000,56.41,19,2100988,2164464,
HGNC:13149,ZNF76,zinc finger protein 76,Approved,D6S229E,"Zfp523, ZNF523",6p21.31,M91592,NM_003427,7629,ENSG00000065029,48.23,6,35226686,35263762,
HGNC:11076,SLC9A3R2,SLC9A3 regulator 2,Approved,,"SIP-1, TKA-1, NHERF-2, E3KARP",16p13.3,AF004900,,9351,ENSG00000065054,64.6,16,2075357,2089027,
HGNC:8028,NTHL1,nth like DNA glycosylase 1,Approved,,"NTH1, OCTS3",16p13.3,U81285,NM_002528,4913,ENSG00000065057,61.44,16,2089816,2097867,
HGNC:21216,UHRF1BP1,UHRF1 binding protein 1,Approved,C6orf107,"FLJ20302, dJ349A12.1, ICBP90",6p21.31,AB126777,NM_017754,54887,ENSG00000065060,42.62,6,34759857,34850915,
HGNC:4387,GNAI3,G protein subunit alpha i3,Approved,,87U6,1p13.3,M27543,NM_006496,2773,ENSG00000065135,38.75,1,110091233,110136975,
HGNC:6402,IPO5,importin 5,Approved,"KPNB3, RANBP5","IMB3, MGC2068, Pse1",13q32.2,U72761,NM_002271,3843,ENSG00000065150,40.27,13,98605912,98676551,
HGNC:8091,OAT,ornithine aminotransferase,Approved,,HOGA,10q26.13,BC016928,NM_000274,4942,ENSG00000065154,42.49,10,126085872,126107545,
HGNC:12755,WDR3,WD repeat domain 3,Approved,,"FLJ12796, UTP12, DIP2",1p12,AF083217,NM_006784,10885,ENSG00000065183,36.95,1,118472343,118509165,
HGNC:9406,PKN2,protein kinase N2,Approved,PRKCL2,"PRK2, Pak-2, STK7",1p22.2,U33052,NM_006256,5586,ENSG00000065243,36.25,1,89149905,89301938,
HGNC:17956,WDR18,WD repeat domain 18,Approved,,Ipi3,19p13.3,,,57418,ENSG00000065268,62.14,19,983174,994569,
HGNC:16855,TRAM2,translocation associated membrane protein 2,Approved,,KIAA0057,6p12.2,D31762,NM_012288,9697,ENSG00000065308,46.6,6,52362200,52441713,
HGNC:8029,NTN1,netrin 1,Approved,,NTN1L,17p13.1,U75586,,9423,ENSG00000065320,49.77,17,8924859,9147317,
HGNC:4325,GLP2R,glucagon like peptide 2 receptor,Approved,,,17p13.1,AF105367,,9340,ENSG00000065325,44.97,17,9725523,9795419,
HGNC:18043,MCM10,minichromosome maintenance 10 replication initiation factor,Approved,,"PRO2249, CNA43, DNA43",10p13,AB042719,NM_182751,55388,ENSG00000065328,43.59,10,13203554,13253104,
HGNC:2849,DGKA,diacylglycerol kinase alpha,Approved,"DAGK, DAGK1",DGK-alpha,12q13.2,AF064767,,1606,ENSG00000065357,48.71,12,56321103,56347811,
HGNC:3431,ERBB3,erb-b2 receptor tyrosine kinase 3,Approved,LCCS2,HER3,12q13.2,M34309,NM_001982,2065,ENSG00000065361,49.92,12,56473641,56497289,
HGNC:17692,ROPN1,rhophilin associated tail protein 1,Approved,,"ODF6, ropporin, ROPN1A, CT91",3q21.1,AF231410,NM_017578,54763,ENSG00000065371,42.25,3,123687368,123711025,
HGNC:25259,ANKRD44,ankyrin repeat domain 44,Approved,,PP6-ARS-B,2q33.1,AK097086,NM_153697,91526,ENSG00000065413,40.24,2,197831741,198175897,
HGNC:6215,KARS1,lysyl-tRNA synthetase 1,Approved,"DFNB89, KARS",KARS2,16q23.1,AF285758,NM_005548,3735,ENSG00000065427,45.68,16,75661622,75682541,KARS
HGNC:228,ADAT1,adenosine deaminase tRNA specific 1,Approved,,,16q23.1,AF125188,NM_012091,23536,ENSG00000065457,44.65,16,75630879,75657198,
HGNC:24811,PDIA5,protein disulfide isomerase family A member 5,Approved,,"PDIR, FLJ30401",3q21.1,AK054963,NM_006810,10954,ENSG00000065485,45.21,3,122785909,122944074,
HGNC:21602,TBC1D22B,TBC1 domain family member 22B,Approved,C6orf197,"FLJ20337, dJ744I24.2",6p21.2,AK096340,NM_017772,55633,ENSG00000065491,43.34,6,37225548,37300746,
HGNC:7699,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,Approved,,B15,3q13.33,AF044957,NM_004547,4710,ENSG00000065518,39.39,3,120315156,120321347,
HGNC:17575,SPEN,spen family transcriptional repressor,Approved,,"KIAA0929, MINT, SHARP, RBM15C",1p36.21-p36.13,,NM_015001,23013,ENSG00000065526,42.99,1,16174359,16266955,
HGNC:7590,MYLK,myosin light chain kinase,Approved,,"MLCK, smMLCK, MYLK1, MLCK1",3q21.1,X85337,NM_053025,4638,ENSG00000065534,45.34,3,123328896,123603178,
HGNC:29528,ZC3H15,zinc finger CCCH-type containing 15,Approved,,LEREPO4,2q32.1,,NM_018471,55854,ENSG00000065548,37.22,2,187350883,187374090,
HGNC:6844,MAP2K4,mitogen-activated protein kinase kinase 4,Approved,SERK1,"MEK4, JNKK1, PRKMK4, MKK4",17p12,L36870,,6416,ENSG00000065559,37.09,17,11924141,12047147,
HGNC:25593,PACC1,proton activated chloride channel 1,Approved,"C1orf75, TMEM206","FLJ10874, PAC",1q32.3,AK024066,NM_018252,55248,ENSG00000065600,44.57,1,212537273,212588243,TMEM206
HGNC:14986,SNAP91,synaptosome associated protein 91,Approved,,"KIAA0656, AP180, CALM",6q14.2,AB014556,,9892,ENSG00000065609,36.62,6,84262599,84419410,
HGNC:11088,SLK,STE20 like kinase,Approved,,"STK2, se20-9, KIAA0204",10q24.33-q25.1,,NM_014720,9748,ENSG00000065613,36.55,10,105726959,105788991,
HGNC:20147,CYB5R4,cytochrome b5 reductase 4,Approved,NCB5OR,"b5+b5R, dJ676J13.1",6q14.2,AF169803,NM_016230,51167,ENSG00000065615,37.46,6,84569362,84677143,
HGNC:2194,COL17A1,collagen type XVII alpha 1 chain,Approved,BPAG2,BP180,10q25.1,M91669,"NM_130778, NM_000494",1308,ENSG00000065618,48.31,10,105791044,105845760,
HGNC:23064,GSTO2,glutathione S-transferase omega 2,Approved,,,10q25.1,AY191318,NM_183239,119391,ENSG00000065621,43.48,10,106028631,106064703,
HGNC:17702,SEC61A2,SEC61 translocon subunit alpha 2,Approved,,FLJ10578,10p14,AF346603,NM_018144,55176,ENSG00000065665,43.14,10,12171636,12211960,
HGNC:9410,PRKCQ,protein kinase C theta,Approved,,,10p15.1,L07032,NM_006257,5588,ENSG00000065675,43.1,10,6469105,6622263,
HGNC:11838,TLE2,"TLE family member 2, transcriptional corepressor",Approved,,"ESG2, GRG2, ESG, FLJ41188",19p13.3,M99436,NM_003260,7089,ENSG00000065717,54.67,19,2997636,3047633,
HGNC:16011,ASB1,ankyrin repeat and SOCS box containing 1,Approved,,ASB-1,2q37.3,AF156777,NM_001040445,51665,ENSG00000065802,47.31,2,239335383,239360891,
HGNC:23726,FAM107B,family with sequence similarity 107 member B,Approved,C10orf45,"FLJ45505, MGC11034, HITS",10p13,AK127413,NM_031453,83641,ENSG00000065809,43.19,10,14560556,14816896,
HGNC:6983,ME1,malic enzyme 1,Approved,,,6q14.2,X77244,,4199,ENSG00000065833,36.91,6,83920108,84140797,
HGNC:11578,TBC1D1,TBC1 domain family member 1,Approved,,"TBC, TBC1, KIAA1108",4p14,AB029031,NM_015173,23216,ENSG00000065882,42.84,4,37892708,38140796,
HGNC:1733,CDK13,cyclin dependent kinase 13,Approved,CDC2L5,"CHED, CDC2L, KIAA1791",7p14.1,M80629,NM_003718,8621,ENSG00000065883,38.87,7,39989636,40136733,
HGNC:7434,MTHFD2,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase",Approved,,,2p13.1,X16396,,10797,ENSG00000065911,43.3,2,74425689,74444692,
HGNC:24818,FOXJ2,forkhead box J2,Approved,,FHX,12p13.31,AF155132,NM_018416,55810,ENSG00000065970,47.57,12,8185299,8208099,
HGNC:8014,YBX1,Y-box binding protein 1,Approved,NSEP1,"YB-1, YB1, DBPB, NSEP-1, MDR-NF1, BP-8, CSDB, CSDA2",1p34.2,BC013838,NM_004559,4904,ENSG00000065978,40.41,1,43148098,43168020,
HGNC:8780,PDE4A,phosphodiesterase 4A,Approved,DPDE2,,19p13.2,,,5141,ENSG00000065989,54.53,19,10527449,10580305,
HGNC:9309,PPP2R5A,protein phosphatase 2 regulatory subunit B'alpha,Approved,,"PR61A, B56A, B56alpha",1q32.3,BC022474,NM_006243,5525,ENSG00000066027,39.28,1,212458879,212535200,
HGNC:2510,CTNNA2,catenin alpha 2,Approved,,"CAP-R, CT114",2p12,,NM_004389,1496,ENSG00000066032,38.65,2,79412357,80875905,
HGNC:3312,ELAVL1,ELAV like RNA binding protein 1,Approved,HUR,"HuR, Hua, MelG",19p13.2,U38175,NM_001419,1994,ENSG00000066044,52.21,19,8023463,8070543,
HGNC:11809,TIE1,tyrosine kinase with immunoglobulin like and EGF like domains 1,Approved,TIE,JTK14,1p34.2,BC038239,NM_005424,7075,ENSG00000066056,54.59,1,43766664,43788779,
HGNC:29284,DIP2B,disco interacting protein 2 homolog B,Approved,,"KIAA1463, FLJ34278",12q13.12,AB040896,NM_173602,57609,ENSG00000066084,41.84,12,50898768,51142450,
HGNC:11106,SMARCD1,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1",Approved,,"BAF60A, Rsc6p, CRACD1",12q13.12,U66617,NM_003076,6602,ENSG00000066117,48.68,12,50478755,50494495,
